
[22:44:34][modifier.cpp:370]: [0] Tag: pop_happiness, Categories: 2
[22:44:34][modifier.cpp:370]: [304] Tag: extra_large_weapon_damage_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [305] Tag: extra_large_weapon_fire_rate_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [306] Tag: extra_large_speed_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [307] Tag: weapon_role_anti_armor_weapon_damage_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [308] Tag: weapon_role_anti_armor_weapon_fire_rate_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [309] Tag: weapon_role_anti_armor_speed_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [310] Tag: weapon_role_anti_shield_weapon_damage_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [311] Tag: weapon_role_anti_shield_weapon_fire_rate_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [312] Tag: weapon_role_anti_shield_speed_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [313] Tag: weapon_role_artillery_weapon_damage_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [314] Tag: weapon_role_artillery_weapon_fire_rate_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [315] Tag: weapon_role_artillery_speed_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [316] Tag: weapon_role_anti_hull_weapon_damage_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [317] Tag: weapon_role_anti_hull_weapon_fire_rate_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [318] Tag: weapon_role_anti_hull_speed_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [319] Tag: weapon_role_point_defense_weapon_damage_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [320] Tag: weapon_role_point_defense_weapon_fire_rate_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [321] Tag: weapon_role_point_defense_speed_mult, Categories: 16508

[22:44:34][modifier.cpp:370]: [781] Tag: static_resource_<resource or strategic resource key>_add, Categories: 256
[22:44:34][modifier.cpp:370]: [782] Tag: static_planet_resource_<resource or strategic resource key>_add, Categories: 2048
[22:44:34][modifier.cpp:370]: [783] Tag: tile_resource_<resource or strategic resource key>_mult, Categories: 32768
[22:44:34][modifier.cpp:370]: [784] Tag: country_resource_<resource or strategic resource key>_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [785] Tag: country_federation_member_resource_<resource or strategic resource key>_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [786] Tag: country_federation_member_resource_<resource or strategic resource key>_max_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [787] Tag: country_subjects_resource_<resource or strategic resource key>_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [788] Tag: country_subjects_resource_<resource or strategic resource key>_max_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [789] Tag: country_strategic_resources_resource_<resource or strategic resource key>_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [790] Tag: country_strategic_resources_resource_<resource or strategic resource key>_max_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [791] Tag: country_planet_classes_resource_<resource or strategic resource key>_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [792] Tag: country_planet_classes_resource_<resource or strategic resource key>_max_mult, Categories: 256
[22:44:34][modifier.cpp:370]: [793] Tag: tile_building_resource_<resource or strategic resource key>_add, Categories: 32768
[22:44:34][modifier.cpp:370]: [794] Tag: tile_resource_<resource or strategic resource key>_add, Categories: 32768
[22:44:34][modifier.cpp:370]: [795] Tag: planet_resource_<resource or strategic resource key>_add, Categories: 2048
[22:44:34][modifier.cpp:370]: [796] Tag: country_resource_<resource or strategic resource key>_add, Categories: 256
[22:44:34][modifier.cpp:370]: [797] Tag: max_<resource or strategic resource key>, Categories: 256

[22:44:34][modifier.cpp:370]: [1513] Tag: shipsize_<ship size key>_build_speed_mult, Categories: 264192
[22:44:34][modifier.cpp:370]: [1514] Tag: shipsize_<ship size key>_build_cost_mult, Categories: 264192
[22:44:34][modifier.cpp:370]: [1515] Tag: shipsize_<ship size key>_upkeep_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [1516] Tag: shipsize_<ship size key>_hull_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [1517] Tag: shipsize_<ship size key>_hull_add, Categories: 16508
[22:44:34][modifier.cpp:370]: [1558] Tag: damage_vs_country_type_<country type key>_mult, Categories: 16508
[22:44:34][modifier.cpp:370]: [1560] Tag: BIOLOGICAL_species_trait_points_add, Categories: 256
[22:44:34][modifier.cpp:370]: [1561] Tag: ROBOT_species_trait_points_add, Categories: 256
[22:44:34][modifier.cpp:370]: [1562] Tag: MACHINE_species_trait_points_add, Categories: 256
[22:44:34][modifier.cpp:370]: [1563] Tag: PRESAPIENT_species_trait_points_add, Categories: 256
[22:44:34][modifier.cpp:370]: [1564] Tag: OTHER_species_trait_points_add, Categories: 256
[22:44:34][modifier.cpp:370]: [1566] Tag: pop_ethic_authoritarian_attraction_mult, Categories: 2
[22:44:34][modifier.cpp:370]: [1568] Tag: pop_ethic_egalitarian_attraction_mult, Categories: 2
[22:44:34][modifier.cpp:370]: [1570] Tag: pop_ethic_xenophobe_attraction_mult, Categories: 2
[22:44:34][modifier.cpp:370]: [1572] Tag: pop_ethic_xenophile_attraction_mult, Categories: 2
[22:44:34][modifier.cpp:370]: [1574] Tag: pop_ethic_militarist_attraction_mult, Categories: 2
[22:44:34][modifier.cpp:370]: [1576] Tag: pop_ethic_pacifist_attraction_mult, Categories: 2
[22:44:34][modifier.cpp:370]: [1578] Tag: pop_ethic_spiritualist_attraction_mult, Categories: 2
[22:44:34][modifier.cpp:370]: [1580] Tag: pop_ethic_materialist_attraction_mult, Categories: 2
[22:44:34][modifier.cpp:370]: [1626] Tag: <pc key>_habitability, Categories: 131072
[22:44:34][modifier.cpp:370]: [1627] Tag: <research category key>_research_speed_mult, Categories: 256
[22:44:35][modifier.cpp:370]: [1981] Tag: <research project key>_research_speed_mult, Categories: 1024
[22:44:35][modifier.cpp:370]: [1982] Tag: <research project key>_research_fail_risk_add, Categories: 1024
[22:44:35][modifier.cpp:370]: [1983] Tag: buildable_robot_pop_1_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1984] Tag: buildable_robot_pop_1_build_cost_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1985] Tag: buildable_robot_pop_2_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1986] Tag: buildable_robot_pop_2_build_cost_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1987] Tag: buildable_robot_pop_3_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1988] Tag: buildable_robot_pop_3_build_cost_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1989] Tag: buildable_robot_pop_4_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1990] Tag: buildable_robot_pop_4_build_cost_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1991] Tag: buildable_modded_robot_pop_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1992] Tag: buildable_modded_robot_pop_build_cost_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1993] Tag: buildable_machine_pop_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1994] Tag: buildable_machine_pop_build_cost_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1995] Tag: buildable_robot_pop_1_awoken_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1996] Tag: buildable_robot_pop_1_awoken_build_cost_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1997] Tag: buildable_robot_pop_2_awoken_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1998] Tag: buildable_robot_pop_2_awoken_build_cost_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [1999] Tag: buildable_robot_pop_3_awoken_construction_speed_mult, Categories: 2048
[22:44:35][modifier.cpp:370]: [2000] Tag: buildable_robot_pop_3_awoken_build_cost_mult, Categories: 2048
